Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications,Task Skills Required,Task Priority,Workload for Shift
577,Quality Inspection,Low,2,Module Assembly,Morning,4.5,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
578,Electrical Wiring,Low,2,Final Testing,Night,3.6,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
579,BMS Integration,High,6,Pack Assembly,Evening,3.5,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
580,Robotics,High,8,Final Testing,Evening,3.7,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
581,Electrical Wiring,Medium,4,Module Assembly,Flexible,4.8,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
582,Soldering,High,7,Module Assembly,Night,4.1,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
583,Robotics,Medium,1,Cell Assembly,Morning,4.2,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
584,Mechanical Assembly,High,1,Module Assembly,Flexible,4.8,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
585,Quality Inspection,High,5,Final Testing,Evening,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
586,BMS Integration,Low,4,Module Assembly,Morning,4.3,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
587,Quality Inspection,High,8,Pack Assembly,Flexible,3.5,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
588,Electrical Wiring,High,2,Final Testing,Morning,3.6,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
589,Packaging,High,7,Cell Assembly,Flexible,4.4,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
590,Soldering,Low,1,Final Testing,Flexible,4.2,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
591,Mechanical Assembly,Medium,2,Pack Assembly,Evening,4.6,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
592,Automation,Medium,2,Cell Assembly,Evening,4.7,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
593,BMS Integration,High,1,Pack Assembly,Flexible,3.3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
594,Welding,Medium,8,Pack Assembly,Evening,4.0,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
595,Quality Inspection,Low,3,Final Testing,Flexible,4.1,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
596,Robotics,Low,3,Final Testing,Flexible,4.3,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
597,BMS Integration,High,5,Pack Assembly,Evening,4.8,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
598,BMS Integration,Low,8,Final Testing,Night,3.9,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
599,Quality Inspection,High,7,Final Testing,Evening,4.1,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
600,Welding,Medium,6,Cell Assembly,Flexible,4.7,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
601,Mechanical Assembly,Medium,1,Cell Assembly,Flexible,4.8,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
602,Mechanical Assembly,High,7,Final Testing,Morning,5.0,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
603,Electrical Wiring,Low,5,Module Assembly,Evening,4.8,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
604,Automation,High,1,Cell Assembly,Morning,3.2,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
605,Packaging,High,5,Final Testing,Flexible,3.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
606,Robotics,Low,5,Cell Assembly,Evening,3.5,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
607,Electrical Wiring,Low,7,Final Testing,Night,4.2,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
608,Electrical Wiring,High,5,Final Testing,Morning,4.3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
609,Electrical Wiring,Low,4,Final Testing,Morning,3.7,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
610,Robotics,Medium,8,Pack Assembly,Evening,4.8,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
611,BMS Integration,Low,4,Module Assembly,Flexible,3.0,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
612,Packaging,High,1,Cell Assembly,Evening,3.4,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
613,Electrical Wiring,High,1,Pack Assembly,Evening,4.1,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
614,Quality Inspection,Low,7,Module Assembly,Morning,4.1,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
615,Welding,Medium,3,Pack Assembly,Flexible,3.7,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
616,Electrical Wiring,Low,6,Module Assembly,Morning,4.6,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
617,Electrical Wiring,High,1,Cell Assembly,Evening,5.0,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
618,Packaging,High,4,Module Assembly,Night,4.7,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
619,BMS Integration,Medium,1,Module Assembly,Night,3.9,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
620,BMS Integration,Medium,2,Module Assembly,Flexible,3.1,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
621,Quality Inspection,High,8,Final Testing,Night,4.4,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
622,Packaging,Low,3,Final Testing,Morning,3.7,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
623,BMS Integration,Medium,2,Cell Assembly,Evening,4.6,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
624,Electrical Wiring,Medium,3,Module Assembly,Night,4.6,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
625,Electrical Wiring,Medium,8,Pack Assembly,Flexible,3.1,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
626,Soldering,Low,4,Pack Assembly,Night,3.2,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
627,Mechanical Assembly,Low,1,Pack Assembly,Morning,3.9,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
628,Packaging,High,3,Module Assembly,Night,3.5,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
629,Electrical Wiring,Medium,1,Module Assembly,Evening,4.7,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
630,Welding,Low,3,Pack Assembly,Morning,4.0,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
631,Electrical Wiring,Low,4,Module Assembly,Flexible,4.3,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
632,BMS Integration,Medium,2,Module Assembly,Night,3.2,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
633,Quality Inspection,High,8,Module Assembly,Evening,4.2,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
634,Robotics,Medium,7,Final Testing,Evening,4.5,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
635,Packaging,Low,6,Module Assembly,Night,4.4,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
636,Electrical Wiring,High,1,Module Assembly,Night,4.8,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
637,Packaging,High,1,Final Testing,Evening,3.8,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
638,Soldering,Medium,6,Final Testing,Evening,3.1,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
639,Robotics,Low,5,Pack Assembly,Flexible,3.7,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
640,BMS Integration,Low,8,Final Testing,Morning,4.4,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
641,Robotics,Medium,8,Module Assembly,Evening,4.1,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
642,BMS Integration,High,7,Cell Assembly,Evening,3.4,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
643,Packaging,Medium,7,Final Testing,Flexible,4.4,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
644,Packaging,Low,1,Pack Assembly,Evening,3.6,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
645,Automation,Low,6,Final Testing,Morning,5.0,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
646,Robotics,Medium,5,Pack Assembly,Night,3.8,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
647,Robotics,Low,1,Pack Assembly,Flexible,4.4,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
648,BMS Integration,Low,8,Final Testing,Flexible,3.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
649,BMS Integration,Medium,8,Pack Assembly,Flexible,3.0,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
650,BMS Integration,High,6,Final Testing,Night,3.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
651,Packaging,High,7,Pack Assembly,Night,3.9,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
652,Quality Inspection,Low,3,Pack Assembly,Morning,4.5,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
653,Mechanical Assembly,Medium,6,Module Assembly,Morning,3.2,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
654,Robotics,Low,6,Pack Assembly,Morning,4.6,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
655,Electrical Wiring,High,2,Module Assembly,Flexible,3.9,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
656,Robotics,High,1,Cell Assembly,Evening,4.6,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
657,Robotics,Medium,8,Final Testing,Night,4.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
658,Robotics,Medium,2,Cell Assembly,Morning,4.6,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
659,Soldering,Low,6,Module Assembly,Night,5.0,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
660,Quality Inspection,Medium,1,Final Testing,Night,4.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
661,Packaging,Low,7,Cell Assembly,Night,4.3,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
662,BMS Integration,Medium,8,Final Testing,Night,3.7,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
663,Automation,Medium,8,Pack Assembly,Morning,3.9,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
664,Automation,High,5,Final Testing,Evening,3.8,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
665,Quality Inspection,High,2,Module Assembly,Night,3.9,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
666,Welding,High,7,Cell Assembly,Morning,3.6,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
667,BMS Integration,High,3,Final Testing,Flexible,3.4,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
668,BMS Integration,Low,6,Final Testing,Morning,3.3,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
669,BMS Integration,Low,4,Cell Assembly,Evening,4.2,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
670,Welding,Medium,1,Pack Assembly,Evening,4.7,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
671,Automation,High,2,Module Assembly,Night,3.7,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
672,Mechanical Assembly,High,1,Final Testing,Flexible,4.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
673,Soldering,Low,1,Module Assembly,Evening,4.3,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
674,Packaging,Medium,5,Final Testing,Night,4.8,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
675,BMS Integration,High,4,Cell Assembly,Evening,4.5,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
676,Mechanical Assembly,Low,1,Cell Assembly,Evening,4.9,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
677,Packaging,High,2,Pack Assembly,Night,3.1,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
678,Electrical Wiring,Medium,3,Cell Assembly,Morning,3.5,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
679,Electrical Wiring,Low,5,Module Assembly,Evening,4.6,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
680,Soldering,Medium,1,Pack Assembly,Evening,3.7,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
681,Electrical Wiring,Low,3,Pack Assembly,Night,4.1,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
682,Packaging,High,5,Final Testing,Morning,3.1,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
683,Automation,Low,2,Cell Assembly,Evening,3.0,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
684,BMS Integration,High,6,Pack Assembly,Flexible,4.7,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
685,BMS Integration,High,4,Cell Assembly,Flexible,3.7,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
686,Soldering,Low,7,Pack Assembly,Night,3.5,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
687,Soldering,Low,6,Cell Assembly,Morning,4.2,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
688,Mechanical Assembly,Low,1,Final Testing,Morning,3.8,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
689,Packaging,Low,3,Final Testing,Morning,4.2,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
690,Mechanical Assembly,High,7,Final Testing,Evening,3.8,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
691,Mechanical Assembly,Medium,5,Cell Assembly,Night,4.5,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
692,Electrical Wiring,Low,3,Module Assembly,Flexible,4.8,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
693,Packaging,High,6,Module Assembly,Evening,4.3,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
694,Quality Inspection,High,7,Final Testing,Flexible,4.8,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
695,Soldering,Low,1,Final Testing,Morning,4.8,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
696,BMS Integration,Low,1,Module Assembly,Morning,4.3,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
697,Electrical Wiring,Low,5,Module Assembly,Flexible,4.1,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
698,Mechanical Assembly,Low,6,Cell Assembly,Flexible,3.2,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
699,Automation,Medium,2,Module Assembly,Night,4.1,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
700,Electrical Wiring,High,7,Pack Assembly,Flexible,4.5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
701,Welding,Medium,6,Cell Assembly,Morning,4.7,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
702,Automation,High,8,Module Assembly,Flexible,4.2,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
703,Welding,High,6,Cell Assembly,Night,3.0,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
704,Robotics,High,3,Pack Assembly,Flexible,3.1,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
705,Welding,Low,8,Pack Assembly,Morning,3.3,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
706,Mechanical Assembly,Medium,7,Final Testing,Night,4.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
707,Welding,High,4,Final Testing,Flexible,4.6,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
708,BMS Integration,High,1,Pack Assembly,Night,3.8,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
709,BMS Integration,Medium,6,Cell Assembly,Morning,3.9,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
710,Mechanical Assembly,Medium,1,Pack Assembly,Night,4.3,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
711,Welding,Low,3,Final Testing,Morning,3.3,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
712,Robotics,Medium,4,Pack Assembly,Flexible,4.9,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
713,Electrical Wiring,Medium,8,Pack Assembly,Night,3.8,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
714,Robotics,Low,1,Cell Assembly,Evening,4.6,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
715,Robotics,High,2,Module Assembly,Flexible,4.1,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
716,Electrical Wiring,Medium,6,Module Assembly,Flexible,3.3,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
717,Robotics,Medium,8,Final Testing,Night,3.9,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
718,Soldering,Medium,3,Module Assembly,Evening,3.3,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
719,Packaging,Low,8,Final Testing,Night,3.1,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
720,Electrical Wiring,High,2,Final Testing,Evening,5.0,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
721,Welding,High,1,Cell Assembly,Flexible,4.9,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
722,Mechanical Assembly,High,2,Module Assembly,Evening,5.0,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
723,Electrical Wiring,Medium,1,Module Assembly,Morning,3.4,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
724,Quality Inspection,High,8,Cell Assembly,Morning,3.1,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
725,Electrical Wiring,Low,3,Module Assembly,Evening,4.1,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
726,Mechanical Assembly,Low,6,Final Testing,Evening,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
727,Electrical Wiring,Medium,3,Pack Assembly,Night,4.1,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
728,Quality Inspection,Low,8,Pack Assembly,Flexible,3.4,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
729,Automation,High,3,Module Assembly,Night,4.5,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
730,Welding,Medium,7,Cell Assembly,Evening,4.6,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
731,Soldering,High,3,Cell Assembly,Flexible,4.1,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
732,Quality Inspection,High,5,Final Testing,Morning,4.0,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
733,Welding,Medium,6,Final Testing,Morning,3.1,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
734,Robotics,Low,3,Cell Assembly,Morning,4.1,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
735,Mechanical Assembly,Medium,2,Final Testing,Night,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
736,Quality Inspection,High,2,Final Testing,Evening,3.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
737,Robotics,Medium,8,Pack Assembly,Evening,3.7,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
738,Welding,High,2,Pack Assembly,Night,3.6,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
739,Mechanical Assembly,Low,7,Pack Assembly,Evening,3.3,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
740,Mechanical Assembly,Low,1,Cell Assembly,Evening,4.5,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
741,BMS Integration,High,4,Final Testing,Flexible,3.1,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
742,Electrical Wiring,High,3,Cell Assembly,Night,3.8,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
743,Quality Inspection,Medium,7,Pack Assembly,Morning,4.8,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
744,Automation,High,1,Module Assembly,Night,3.2,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
745,BMS Integration,Medium,6,Module Assembly,Evening,4.7,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
746,Mechanical Assembly,Medium,5,Final Testing,Morning,4.9,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
747,Electrical Wiring,Medium,3,Final Testing,Flexible,4.9,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
748,Robotics,Medium,7,Pack Assembly,Evening,3.5,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
749,Packaging,High,6,Module Assembly,Flexible,3.0,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
750,Automation,Low,1,Cell Assembly,Night,3.9,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
751,Packaging,High,1,Module Assembly,Evening,4.9,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
752,Packaging,High,7,Module Assembly,Morning,3.5,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
753,Soldering,High,6,Module Assembly,Evening,3.4,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
754,Soldering,High,7,Cell Assembly,Morning,4.2,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
755,Packaging,Low,7,Final Testing,Night,3.0,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
756,Quality Inspection,High,8,Module Assembly,Evening,3.3,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
757,BMS Integration,High,5,Final Testing,Morning,3.5,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
758,Automation,Medium,3,Module Assembly,Night,4.7,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
759,BMS Integration,Medium,7,Final Testing,Morning,3.8,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
760,Automation,Medium,6,Final Testing,Evening,3.3,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
761,Quality Inspection,Medium,1,Pack Assembly,Night,3.9,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
762,Soldering,Low,5,Cell Assembly,Flexible,3.8,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
763,Welding,Low,2,Module Assembly,Night,4.2,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
764,BMS Integration,Low,1,Cell Assembly,Evening,3.9,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
765,Packaging,High,4,Cell Assembly,Morning,4.6,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
766,Mechanical Assembly,Low,6,Final Testing,Flexible,4.1,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
767,BMS Integration,Medium,8,Pack Assembly,Evening,4.7,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
768,Automation,Low,4,Module Assembly,Flexible,4.0,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
769,Quality Inspection,Medium,1,Module Assembly,Morning,3.6,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
770,Automation,Medium,1,Pack Assembly,Morning,4.8,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
